file1,file2,sketch_type,mode,precision,num_hashes,kmer_size,window_size,reg_eq_similarity,containment_AB,containment_BA,cosketch_geom,cosketch_arith,cosketch_max,jaccard_similarity_with_ends,containment_AB_with_ends,containment_BA_with_ends,cosketch_geom_with_ends,cosketch_arith_with_ends,cosketch_max_with_ends
/vast/blangme2/jbonnie/hammock/claude-ref-comparison/results/fastas/broad/CHM13/ENCSR175ABH_H3K27ac.fa,/vast/blangme2/jbonnie/hammock/claude-ref-comparison/results/fastas/broad/CHM13/ENCSR175ABH_H3K27ac.fa,minimizer,D,24,NA,10,10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/vast/blangme2/jbonnie/hammock/claude-ref-comparison/results/fastas/broad/CHM13/ENCSR175ABH_H3K27ac.fa,/vast/blangme2/jbonnie/hammock/claude-ref-comparison/results/fastas/broad/CHM13/ENCSR864OOO_H3K27ac.fa,minimizer,D,24,NA,10,10,0.9106930678455192,0.9249363783288507,0.9835420892946518,0.9537892104685324,0.9542392338117512,0.9835420892946518,0.5544720398892652,0.6434331026045208,0.7944999134503179,0.7149877931338138,0.7189665080274193,0.7944999134503179
/vast/blangme2/jbonnie/hammock/claude-ref-comparison/results/fastas/broad/CHM13/ENCSR175ABH_H3K27ac.fa,/vast/blangme2/jbonnie/hammock/claude-ref-comparison/results/fastas/broad/CHM13/ENCSR954JMZ_H3K27ac.fa,minimizer,D,24,NA,10,10,0.9350508618047549,0.9604968886203573,0.9725521963840799,0.9665057468260618,0.9665245425022186,0.9725521963840799,0.6103944408444101,0.7429326272185087,0.7690658614223881,0.7558863148189682,0.7559992443204484,0.7690658614223881
/vast/blangme2/jbonnie/hammock/claude-ref-comparison/results/fastas/broad/CHM13/ENCSR175ABH_H3K27ac.fa,/vast/blangme2/jbonnie/hammock/claude-ref-comparison/results/fastas/broad/GRCh37/ENCSR175ABH_H3K27ac.fa,minimizer,D,24,NA,10,10,0.9903925623698097,0.9922720510428844,0.9981154390219494,0.9951894562624137,0.9951937450324169,0.9981154390219494,0.655902694555827,0.7791895539686389,0.8016294801537748,0.7903298786513968,0.7904095170612069,0.8016294801537748
/vast/blangme2/jbonnie/hammock/claude-ref-comparison/results/fastas/broad/CHM13/ENCSR175ABH_H3K27ac.fa,/vast/blangme2/jbonnie/hammock/claude-ref-comparison/results/fastas/broad/GRCh37/ENCSR864OOO_H3K27ac.fa,minimizer,D,24,NA,10,10,0.9061783460656567,0.9197866534869433,0.9841074298410195,0.9514036365103448,0.9519470416639815,0.9841074298410195,0.5538216111093962,0.6430135648656436,0.7934295244547931,0.7142730199225845,0.7182215446602184,0.7934295244547931
/vast/blangme2/jbonnie/hammock/claude-ref-comparison/results/fastas/broad/CHM13/ENCSR175ABH_H3K27ac.fa,/vast/blangme2/jbonnie/hammock/claude-ref-comparison/results/fastas/broad/GRCh37/ENCSR954JMZ_H3K27ac.fa,minimizer,D,24,NA,10,10,0.9320121494336477,0.9556570164907449,0.9742263396935754,0.9648970085860258,0.9649416780921601,0.9742263396935754,0.6049064233918724,0.7314596347197065,0.7726628651768853,0.7517790214709149,0.7520612499482959,0.7726628651768853
/vast/blangme2/jbonnie/hammock/claude-ref-comparison/results/fastas/broad/CHM13/ENCSR175ABH_H3K27ac.fa,/vast/blangme2/jbonnie/hammock/claude-ref-comparison/results/fastas/broad/GRCh38/ENCSR175ABH_H3K27ac.fa,minimizer,D,24,NA,10,10,0.990385730045061,0.9923362479481302,0.9980473060788917,0.9951876802840088,0.995191777013511,0.9980473060788917,0.6578485259168446,0.7831731465265314,0.8002661019375961,0.7916734940068343,0.7917196242320637,0.8002661019375961
/vast/blangme2/jbonnie/hammock/claude-ref-comparison/results/fastas/broad/CHM13/ENCSR175ABH_H3K27ac.fa,/vast/blangme2/jbonnie/hammock/claude-ref-comparison/results/fastas/broad/GRCh38/ENCSR864OOO_H3K27ac.fa,minimizer,D,24,NA,10,10,0.9073748708105713,0.9212954810065695,0.9837876188648653,0.9520289320868426,0.9525415499357175,0.9837876188648653,0.555212631741327,0.6451437508447551,0.7933204379062629,0.7154059846916645,0.7192320943755091,0.7933204379062629
/vast/blangme2/jbonnie/hammock/claude-ref-comparison/results/fastas/broad/CHM13/ENCSR175ABH_H3K27ac.fa,/vast/blangme2/jbonnie/hammock/claude-ref-comparison/results/fastas/broad/GRCh38/ENCSR954JMZ_H3K27ac.fa,minimizer,D,24,NA,10,10,0.9326973316428501,0.9566951716193017,0.9738938119094005,0.9652561875086012,0.9652944917643511,0.9738938119094005,0.6055563901978667,0.733815784831634,0.7710172645449023,0.7521865720024236,0.7524165246882681,0.7710172645449023
/vast/blangme2/jbonnie/hammock/claude-ref-comparison/results/fastas/broad/CHM13/ENCSR864OOO_H3K27ac.fa,/vast/blangme2/jbonnie/hammock/claude-ref-comparison/results/fastas/broad/CHM13/ENCSR175ABH_H3K27ac.fa,minimizer,D,24,NA,10,10,0.9106930678455192,0.9835420892946518,0.9249363783288507,0.9537892104685324,0.9542392338117512,0.9835420892946518,0.5544720398892652,0.7944999134503179,0.6434331026045208,0.7149877931338138,0.7189665080274193,0.7944999134503179
